_key,killedUsingWeapon,hasIBCCode
840, burned to death,d12134-dv3499
841,suicide truck bomb,d12134-ue3626
842, burned to death,d12134-ue3626
843,suicide truck bomb,d12134-dz3553
844, burned to death,d12134-dz3553
845,suicide truck bomb,d12134-zs3548
846, burned to death,d12134-zs3548
847,suicide truck bomb,d12134-xe3487
848, burned to death,d12134-xe3487
849,suicide truck bomb,d12134-za3622
850, burned to death,d12134-za3622
851,suicide truck bomb,d12134-xa3565
852, burned to death,d12134-xa3565
853,suicide truck bomb,d12134-ea3544
854, burned to death,d12134-ea3544
855,suicide truck bomb,d12134-dx3491
856, burned to death,d12134-dx3491
857,suicide truck bomb,d12134-ec3618
858, burned to death,d12134-ec3618
859,suicide truck bomb,d12134-dw3561
860, burned to death,d12134-dw3561
861,suicide truck bomb,d12134-zx3479
862, burned to death,d12134-zx3479
863,suicide truck bomb,d12134-sf3556
864, burned to death,d12134-sf3556
865,suicide truck bomb,d12134-zw3541
866, burned to death,d12134-zw3541
867,suicide truck bomb,d12134-sb3614
868, burned to death,d12134-sb3614
869,suicide truck bomb,d12134-ua3483
870, burned to death,d12134-ua3483
871,suicide truck bomb,d12134-ds3552
872, burned to death,d12134-ds3552
873,suicide truck bomb,d12134-eb3537
874, burned to death,d12134-eb3537
875,suicide truck bomb,d12134-db3610
876, burned to death,d12134-db3610
877,suicide truck bomb,d12134-vn3471
878, burned to death,d12134-vn3471
879,suicide truck bomb,d12134-xw3564
880, burned to death,d12134-xw3564
881,suicide truck bomb,d12134-ve3549
882, burned to death,d12134-ve3549
883,suicide truck bomb,d12134-xf3606
884, burned to death,d12134-xf3606
885,suicide truck bomb,d12134-ef3475
886, burned to death,d12134-ef3475
887,suicide truck bomb,d12134-df3560
888, burned to death,d12134-df3560
889,suicide truck bomb,d12134-eh3545
890, burned to death,d12134-eh3545
891,suicide truck bomb,d12134-dh3602
892, burned to death,d12134-dh3602
893,suicide truck bomb,d12134-nb3598
894, burned to death,d12134-nb3598
895,suicide truck bomb,d12134-kn3525
896, burned to death,d12134-kn3525
897,suicide truck bomb,d12134-nd3508
898, burned to death,d12134-nd3508
899,suicide truck bomb,d12134-kr3463
900, burned to death,d12134-kr3463
901,suicide truck bomb,d12134-xv3594
902, burned to death,d12134-xv3594
903,suicide truck bomb,d12134-kv3521
904, burned to death,d12134-kv3521
905,suicide truck bomb,d12134-xz3504
906, burned to death,d12134-xz3504
907,suicide truck bomb,d12134-kz3467
908, burned to death,d12134-kz3467
909,suicide truck bomb,d12134-bu3590
910, burned to death,d12134-bu3590
911,suicide truck bomb,d12134-hr3533
912, burned to death,d12134-hr3533
913,suicide truck bomb,d12134-bc3516
914, burned to death,d12134-bc3516
915,suicide truck bomb,d12134-nv3455
916, burned to death,d12134-nv3455
917,suicide truck bomb,d12134-fn3586
918, burned to death,d12134-fn3586
919,suicide truck bomb,d12134-hx3529
920, burned to death,d12134-hx3529
921,suicide truck bomb,d12134-fm3512
922, burned to death,d12134-fm3512
923,suicide truck bomb,d12134-hw3459
924, burned to death,d12134-hw3459
925,suicide truck bomb,d12134-nw3509
926, burned to death,d12134-nw3509
927,suicide truck bomb,d12134-ke3582
928, burned to death,d12134-ke3582
929,suicide truck bomb,d12134-nf3447
930, burned to death,d12134-nf3447
931,suicide truck bomb,d12134-ka3524
932, burned to death,d12134-ka3524
933,suicide truck bomb,d12134-xm3505
934, burned to death,d12134-xm3505
935,suicide truck bomb,d12134-kb3578
936, burned to death,d12134-kb3578
937,suicide truck bomb,d12134-xb3451
938, burned to death,d12134-xb3451
939,suicide truck bomb,d12134-kd3520
940, burned to death,d12134-kd3520
941,suicide truck bomb,d12134-bd3517
942, burned to death,d12134-bd3517
943,suicide truck bomb,d12134-nz3574
944, burned to death,d12134-nz3574
945,suicide truck bomb,d12134-bk3439
946, burned to death,d12134-bk3439
947,suicide truck bomb,d12134-nx3532
948, burned to death,d12134-nx3532
949,suicide truck bomb,d12134-fs3513
950, burned to death,d12134-fs3513
951,suicide truck bomb,d12134-hf3570
952, burned to death,d12134-hf3570
953,suicide truck bomb,d12134-fe3443
954, burned to death,d12134-fe3443
955,suicide truck bomb,d12134-hn3528
956, burned to death,d12134-hn3528
957,suicide truck bomb,d12134-zn3472
958, burned to death,d12134-zn3472
959,suicide truck bomb,d12134-sd3563
960, burned to death,d12134-sd3563
961,suicide truck bomb,d12134-zu3690
962, burned to death,d12134-zu3690
963,suicide truck bomb,d12134-sx3489
964, burned to death,d12134-sx3489
965,suicide truck bomb,d12134-ed3476
966, burned to death,d12134-ed3476
967,suicide truck bomb,d12134-dm3559
968, burned to death,d12134-dm3559
969,suicide truck bomb,d12134-ur3694
970, burned to death,d12134-ur3694
971,suicide truck bomb,d12134-dc3493
972, burned to death,d12134-dc3493
973,suicide truck bomb,d12134-vu3480
974, burned to death,d12134-vu3480
975,suicide truck bomb,d12134-xh3555
976, burned to death,d12134-xh3555
977,suicide truck bomb,d12134-vc3682
978, burned to death,d12134-vc3682
979,suicide truck bomb,d12134-xn3497
980, burned to death,d12134-xn3497
981,suicide truck bomb,d12134-em3484
982, burned to death,d12134-em3484
983,suicide truck bomb,d12134-sk3551
984, burned to death,d12134-sk3551
985,suicide truck bomb,d12134-es3686
986, burned to death,d12134-es3686
987,suicide truck bomb,d12134-sr3501
988, burned to death,d12134-sr3501
989,suicide truck bomb,d12134-zc3547
990, burned to death,d12134-zc3547
991,suicide truck bomb,d12134-sw3488
992, burned to death,d12134-sw3488
993,suicide truck bomb,d12134-zm3473
994, burned to death,d12134-zm3473
995,suicide truck bomb,d12134-xr3674
996, burned to death,d12134-xr3674
997,suicide truck bomb,d12134-uw3543
998, burned to death,d12134-uw3543
999,suicide truck bomb,d12134-dn3492
1000, burned to death,d12134-dn3492
1001,suicide truck bomb,d12134-uz3477
1002, burned to death,d12134-uz3477
1003,suicide truck bomb,d12134-sa3678
1004, burned to death,d12134-sa3678
1005,suicide truck bomb,d12134-vs3539
1006, burned to death,d12134-vs3539
1007,suicide truck bomb,d12134-xu3496
1008, burned to death,d12134-xu3496
1009,suicide truck bomb,d12134-vm3481
1010, burned to death,d12134-vm3481
1011,suicide truck bomb,d12134-xc3666
1012, burned to death,d12134-xc3666
1013,suicide truck bomb,d12134-ek3535
1014, burned to death,d12134-ek3535
1015,suicide truck bomb,d12134-su3500
1016, burned to death,d12134-su3500
1017,suicide truck bomb,d12134-eu3485
1018, burned to death,d12134-eu3485
1019,suicide truck bomb,d12134-sc3670
1020, burned to death,d12134-sc3670
1021,suicide truck bomb,d12134-nm3658
1022, burned to death,d12134-nm3658
1023,suicide truck bomb,d12134-ks3457
1024, burned to death,d12134-ks3457
1025,suicide truck bomb,d12134-fd3452
1026, burned to death,d12134-fd3452
1027,suicide truck bomb,d12134-hc3519
1028, burned to death,d12134-hc3519
1029,suicide truck bomb,d12134-bv3441
1030, burned to death,d12134-bv3441
1031,suicide truck bomb,d12134-hz3642
1032, burned to death,d12134-hz3642
1033,suicide truck bomb,d12134-bz3515
1034, burned to death,d12134-bz3515
1035,suicide truck bomb,d12134-hd3456
1036, burned to death,d12134-hd3456
1037,suicide truck bomb,d12134-fw3445
1038, burned to death,d12134-fw3445
1039,suicide truck bomb,d12134-kf3646
1040, burned to death,d12134-kf3646
1041,suicide truck bomb,d12134-fh3511
1042, burned to death,d12134-fh3511
1043,suicide truck bomb,d12134-kh3460
1044, burned to death,d12134-kh3460
1045,suicide truck bomb,d12134-bx3449
1046, burned to death,d12134-bx3449
1047,suicide truck bomb,d12134-xk3634
1048, burned to death,d12134-xk3634
1049,suicide truck bomb,d12134-bw3507
1050, burned to death,d12134-bw3507
1051,suicide truck bomb,d12134-ck3464
1052, burned to death,d12134-ck3464
1053,suicide truck bomb,d12134-fv3453
1054, burned to death,d12134-fv3453
1055,suicide truck bomb,d12134-hm3638
1056, burned to death,d12134-hm3638
1057,suicide truck bomb,d12134-fz3503
1058, burned to death,d12134-fz3503
1059,suicide truck bomb,d12134-hs3468
1060, burned to death,d12134-hs3468
1061,suicide truck bomb,d12134-uc3548
1062, burned to death,d12134-uc3548
1063,suicide truck bomb,d12134-sv3487
1064, burned to death,d12134-sv3487
1065,suicide truck bomb,d12134-zv3622
1066, burned to death,d12134-zv3622
1067,suicide truck bomb,d12134-sz3565
1068, burned to death,d12134-sz3565
1069,suicide truck bomb,d12134-ev3544
1070, burned to death,d12134-ev3544
1071,suicide truck bomb,d12134-dv3491
1072, burned to death,d12134-dv3491
1073,suicide truck bomb,d12134-ue3618
1074, burned to death,d12134-ue3618
1075,suicide truck bomb,d12134-dz3561
1076, burned to death,d12134-dz3561
1077,suicide truck bomb,d12134-zs3540
1078, burned to death,d12134-zs3540
1079,suicide truck bomb,d12134-xe3495
1080, burned to death,d12134-xe3495
1081,suicide truck bomb,d12134-za3630
1082, burned to death,d12134-za3630
1083,suicide truck bomb,d12134-xa3557
1084, burned to death,d12134-xa3557
1085,suicide truck bomb,d12134-ea3536
1086, burned to death,d12134-ea3536
1087,suicide truck bomb,d12134-dx3499
1088, burned to death,d12134-dx3499
1089,suicide truck bomb,d12134-ec3626
1090, burned to death,d12134-ec3626
1091,suicide truck bomb,d12134-dw3553
1092, burned to death,d12134-dw3553
1093,suicide truck bomb,d12134-zx3471
1094, burned to death,d12134-zx3471
1095,suicide truck bomb,d12134-sf3564
1096, burned to death,d12134-sf3564
1097,suicide truck bomb,d12134-zw3549
1098, burned to death,d12134-zw3549
1099,suicide truck bomb,d12134-sb3606
1100, burned to death,d12134-sb3606
1101,suicide truck bomb,d12134-ua3475
1102, burned to death,d12134-ua3475
1103,suicide truck bomb,d12134-ds3560
1104, burned to death,d12134-ds3560
1105,suicide truck bomb,d12134-eb3545
1106, burned to death,d12134-eb3545
1107,suicide truck bomb,d12134-db3602
1108, burned to death,d12134-db3602
1109,suicide truck bomb,d12134-vn3479
1110, burned to death,d12134-vn3479
1111,suicide truck bomb,d12134-xw3556
1112, burned to death,d12134-xw3556
1113,suicide truck bomb,d12134-ve3541
1114, burned to death,d12134-ve3541
1115,suicide truck bomb,d12134-xf3614
1116, burned to death,d12134-xf3614
1117,suicide truck bomb,d12134-ef3483
1118, burned to death,d12134-ef3483
1119,suicide truck bomb,d12134-df3552
1120, burned to death,d12134-df3552
1121,suicide truck bomb,d12134-eh3537
1122, burned to death,d12134-eh3537
1123,suicide truck bomb,d12134-dh3610
1124, burned to death,d12134-dh3610
1125,suicide truck bomb,d12134-nb3590
1126, burned to death,d12134-nb3590
1127,suicide truck bomb,d12134-kn3533
1128, burned to death,d12134-kn3533
1129,suicide truck bomb,d12134-nd3516
1130, burned to death,d12134-nd3516
1131,suicide truck bomb,d12134-kr3455
1132, burned to death,d12134-kr3455
1133,suicide truck bomb,d12134-xv3586
1134, burned to death,d12134-xv3586
1135,suicide truck bomb,d12134-kv3529
1136, burned to death,d12134-kv3529
1137,suicide truck bomb,d12134-xz3512
1138, burned to death,d12134-xz3512
1139,suicide truck bomb,d12134-kz3459
1140, burned to death,d12134-kz3459
1141,suicide truck bomb,d12134-bu3598
1142, burned to death,d12134-bu3598
1143,suicide truck bomb,d12134-hr3525
1144, burned to death,d12134-hr3525
1145,suicide truck bomb,d12134-bc3508
1146, burned to death,d12134-bc3508
1147,suicide truck bomb,d12134-nv3463
1148, burned to death,d12134-nv3463
1149,suicide truck bomb,d12134-fn3594
1150, burned to death,d12134-fn3594
1151,suicide truck bomb,d12134-hx3521
1152, burned to death,d12134-hx3521
1153,suicide truck bomb,d12134-fm3504
1154, burned to death,d12134-fm3504
1155,suicide truck bomb,d12134-nf3439
1156, burned to death,d12134-nf3439
1157,suicide truck bomb,d12134-ka3532
1158, burned to death,d12134-ka3532
1159,suicide truck bomb,d12134-xm3513
1160, burned to death,d12134-xm3513
1161,suicide truck bomb,d12134-kb3570
1162, burned to death,d12134-kb3570
1163,suicide truck bomb,d12134-xb3443
1164, burned to death,d12134-xb3443
1165,suicide truck bomb,d12134-kd3528
1166, burned to death,d12134-kd3528
1167,suicide truck bomb,d12134-bd3509
1168, burned to death,d12134-bd3509
1169,suicide truck bomb,d12134-nz3582
1170, burned to death,d12134-nz3582
1171,suicide truck bomb,d12134-bk3447
1172, burned to death,d12134-bk3447
1173,suicide truck bomb,d12134-nx3524
1174, burned to death,d12134-nx3524
1175,suicide truck bomb,d12134-fs3505
1176, burned to death,d12134-fs3505
1177,suicide truck bomb,d12134-hf3578
1178, burned to death,d12134-hf3578
1179,suicide truck bomb,d12134-fe3451
1180, burned to death,d12134-fe3451
1181,suicide truck bomb,d12134-hn3520
1182, burned to death,d12134-hn3520
1183,suicide truck bomb,d12134-zn3480
1184, burned to death,d12134-zn3480
1185,suicide truck bomb,d12134-sd3555
1186, burned to death,d12134-sd3555
1187,suicide truck bomb,d12134-zu3682
1188, burned to death,d12134-zu3682
1189,suicide truck bomb,d12134-sx3497
1190, burned to death,d12134-sx3497
1191,suicide truck bomb,d12134-ed3484
1192, burned to death,d12134-ed3484
1193,suicide truck bomb,d12134-dm3551
1194, burned to death,d12134-dm3551
1195,suicide truck bomb,d12134-ur3686
1196, burned to death,d12134-ur3686
1197,suicide truck bomb,d12134-dc3501
1198, burned to death,d12134-dc3501
1199,suicide truck bomb,d12134-vu3472
1200, burned to death,d12134-vu3472
1201,suicide truck bomb,d12134-xh3563
1202, burned to death,d12134-xh3563
1203,suicide truck bomb,d12134-vc3690
1204, burned to death,d12134-vc3690
1205,suicide truck bomb,d12134-xn3489
1206, burned to death,d12134-xn3489
1207,suicide truck bomb,d12134-em3476
1208, burned to death,d12134-em3476
1209,suicide truck bomb,d12134-sk3559
1210, burned to death,d12134-sk3559
1211,suicide truck bomb,d12134-es3694
1212, burned to death,d12134-es3694
1213,suicide truck bomb,d12134-sr3493
1214, burned to death,d12134-sr3493
1215,suicide truck bomb,d12134-zc3539
1216, burned to death,d12134-zc3539
1217,suicide truck bomb,d12134-sw3496
1218, burned to death,d12134-sw3496
1219,suicide truck bomb,d12134-zm3481
1220, burned to death,d12134-zm3481
1221,suicide truck bomb,d12134-xr3666
1222, burned to death,d12134-xr3666
1223,suicide truck bomb,d12134-uw3535
1224, burned to death,d12134-uw3535
1225,suicide truck bomb,d12134-dn3500
1226, burned to death,d12134-dn3500
1227,suicide truck bomb,d12134-uz3485
1228, burned to death,d12134-uz3485
1229,suicide truck bomb,d12134-sa3670
1230, burned to death,d12134-sa3670
1231,suicide truck bomb,d12134-vs3547
1232, burned to death,d12134-vs3547
1233,suicide truck bomb,d12134-xu3488
1234, burned to death,d12134-xu3488
1235,suicide truck bomb,d12134-vm3473
1236, burned to death,d12134-vm3473
1237,suicide truck bomb,d12134-xc3674
1238, burned to death,d12134-xc3674
1239,suicide truck bomb,d12134-ek3543
1240, burned to death,d12134-ek3543
1241,suicide truck bomb,d12134-su3492
1242, burned to death,d12134-su3492
1243,suicide truck bomb,d12134-eu3477
1244, burned to death,d12134-eu3477
1245,suicide truck bomb,d12134-sc3678
1246, burned to death,d12134-sc3678
1247,suicide truck bomb,d12134-nm3650
1248, burned to death,d12134-nm3650
1249,suicide truck bomb,d12134-ks3465
1250, burned to death,d12134-ks3465
1251,suicide truck bomb,d12134-ns3448
1252, burned to death,d12134-ns3448
1253,suicide truck bomb,d12134-hv3523
1254, burned to death,d12134-hv3523
1255,suicide truck bomb,d12134-xd3654
1256, burned to death,d12134-xd3654
1257,suicide truck bomb,d12134-kx3469
1258, burned to death,d12134-kx3469
1259,suicide truck bomb,d12134-ux3452
1260, burned to death,d12134-ux3452
1261,suicide truck bomb,d12134-kw3519
1262, burned to death,d12134-kw3519
1263,suicide truck bomb,d12134-bn3658
1264, burned to death,d12134-bn3658
1265,suicide truck bomb,d12134-nh3457
1266, burned to death,d12134-nh3457
1267,suicide truck bomb,d12134-bh3440
1268, burned to death,d12134-bh3440
1269,suicide truck bomb,d12134-nk3531
1270, burned to death,d12134-nk3531
1271,suicide truck bomb,d12134-fb3662
1272, burned to death,d12134-fb3662
1273,suicide truck bomb,d12134-hu3461
1274, burned to death,d12134-hu3461
1275,suicide truck bomb,d12134-fd3444
1276, burned to death,d12134-fd3444
1277,suicide truck bomb,d12134-hc3527
1278, burned to death,d12134-hc3527
1279,suicide truck bomb,d12134-bv3449
1280, burned to death,d12134-bv3449
1281,suicide truck bomb,d12134-hz3634
1282, burned to death,d12134-hz3634
1283,suicide truck bomb,d12134-bz3507
1284, burned to death,d12134-bz3507
1285,suicide truck bomb,d12134-hd3464
1286, burned to death,d12134-hd3464
1287,suicide truck bomb,d12134-fw3453
1288, burned to death,d12134-fw3453
1289,suicide truck bomb,d12134-kf3638
1290, burned to death,d12134-kf3638
1291,suicide truck bomb,d12134-fh3503
1292, burned to death,d12134-fh3503
1293,suicide truck bomb,d12134-kh3468
1294, burned to death,d12134-kh3468
1295,suicide truck bomb,d12134-bx3441
1296, burned to death,d12134-bx3441
1297,suicide truck bomb,d12134-xk3642
1298, burned to death,d12134-xk3642
1299,suicide truck bomb,d12134-bw3515
1300, burned to death,d12134-bw3515
1301,suicide truck bomb,d12134-ck3456
1302, burned to death,d12134-ck3456
1303,suicide truck bomb,d12134-fv3445
1304, burned to death,d12134-fv3445
1305,suicide truck bomb,d12134-hm3646
1306, burned to death,d12134-hm3646
1307,suicide truck bomb,d12134-fz3511
1308, burned to death,d12134-fz3511
1309,suicide truck bomb,d12134-hs3460
1310, burned to death,d12134-hs3460
1311,suicide truck bomb,d12134-uc3460
1312, burned to death,d12134-uc3460
1313,suicide truck bomb,d12134-sv3511
1314, burned to death,d12134-sv3511
1315,suicide truck bomb,d12134-zv3646
1316, burned to death,d12134-zv3646
1317,suicide truck bomb,d12134-sz3445
1318, burned to death,d12134-sz3445
1319,suicide truck bomb,d12134-ev3456
1320, burned to death,d12134-ev3456
1321,suicide truck bomb,d12134-dv3515
1322, burned to death,d12134-dv3515
1323,suicide truck bomb,d12134-ue3642
1324, burned to death,d12134-ue3642
1325,suicide truck bomb,d12134-dz3441
