_key,publishedOnSource,hasIBCCode,publishedOnDate
17229,REU,k5060a-bd1773,06 Jan
17230, AP,k5060a-bd1773,06 Jan
17231,REU,k5060a-nz1830,06 Jan
17232, AP,k5060a-nz1830,06 Jan
17233,REU,k5060a-bk1695,06 Jan
17234, AP,k5060a-bk1695,06 Jan
17235,REU,k5060a-nx1756,06 Jan
17236, AP,k5060a-nx1756,06 Jan
17237,REU,k5060a-fs1769,06 Jan
17238, AP,k5060a-fs1769,06 Jan
17239,REU,k5060a-hf1826,06 Jan
17240, AP,k5060a-hf1826,06 Jan
17241,REU,k5060a-fe1699,06 Jan
17242, AP,k5060a-fe1699,06 Jan
17243,REU,k5060a-hn1752,06 Jan
17244, AP,k5060a-hn1752,06 Jan
17245,REU,k5060a-zn1664,06 Jan
17246, AP,k5060a-zn1664,06 Jan
17247,REU,k5060a-sd1723,06 Jan
17248, AP,k5060a-sd1723,06 Jan
17249,REU,k5060a-zu1850,06 Jan
17250, AP,k5060a-zu1850,06 Jan
17251,REU,k5060a-sx1649,06 Jan
17252, AP,k5060a-sx1649,06 Jan
17253,REU,k5060a-ed1668,06 Jan
17254, AP,k5060a-ed1668,06 Jan
17255,REU,k5060a-dm1719,06 Jan
17256, AP,k5060a-dm1719,06 Jan
17257,AP,k5052-ux852,05 Jan
17258, LAT,k5052-ux852,06 Jan
17259,AP,k5052-dx2475,05 Jan
17260, LAT,k5052-dx2475,06 Jan
17261,VOI,k5053-kw807,06 Jan
17262, AFP,k5053-kw807,06 Jan
17263,REU,k5059-nk803,05 Jan
17264, Al-Shar,k5059-nk803,05 Jan
17265,REU,k5044-uw759,04 Jan
17266, NINA,k5044-uw759,04 Jan
17267, VOI,k5044-uw759,04 Jan
17268, McCla,k5044-uw759,05 Jan
17269,VOI,k5047-xu840,04 Jan
17270, REU,k5047-xu840,04 Jan
17271,US DoD via WikiLeaks,d10241-ur2758,22 Oct 2010
17272,US DoD via WikiLeaks,d10242-dc2829,22 Oct 2010
17273,MO,d2231-sz1101,03 Jan
17274, WP,d2231-sz1101,05 Jul (MoH)
17275,MO,d2232-ev1080,03 Jan
17276, WP,d2232-ev1080,05 Jul (MoH)
17277,MO,d2233-dv1027,03 Jan
17278, WP,d2233-dv1027,05 Jul (MoH)
17279,US DoD via WikiLeaks,d6646-hz2266,22 Oct 2010
17280,US DoD via WikiLeaks,d6646-bz2395,22 Oct 2010
17281,US DoD via WikiLeaks,d8883-fz2591,22 Oct 2010
17282,US DoD via WikiLeaks,d10240-ed2812,22 Oct 2010
17283,US DoD via WikiLeaks,d10240-dm2879,22 Oct 2010
17284,US DoD via WikiLeaks,k15831-zx1655,22 Oct 2010
17285,US DoD via ACLU Mar,d4776-xu1752,2010
17286,US DoD via WikiLeaks,d6638-sc2230,22 Oct 2010
17287,US DoD via WikiLeaks,d6645-bh2328,22 Oct 2010
17288,US DoD via WikiLeaks,d6645-nk2403,22 Oct 2010
17289,US DoD via WikiLeaks,d6645-fb2278,22 Oct 2010
17290,US DoD via WikiLeaks,d6645-hu2349,22 Oct 2010
17291,US DoD via WikiLeaks,d6645-fd2332,22 Oct 2010
17292,US DoD via WikiLeaks,d7640-ek2239,22 Oct 2010
17293, IRIN,d7640-ek2239,24 Jan 2007
17294,AFP,k5027-bd797,01 Jan
17295, REU,k5027-bd797,02 Jan
17296,AFP,k5027-nz726,01 Jan
17297, REU,k5027-nz726,02 Jan
17298,AFP,k5027-bk847,01 Jan
17299, REU,k5027-bk847,02 Jan
17300,LAT,k5029-fs793,02 Jan
17301, VOI,k5029-fs793,02 Jan
17302,Al-Shar,k5030-hn808,01 Jan
17303, AFP,k5030-hn808,01 Jan
17304,Al-Shar,k5030-zn816,01 Jan
17305, AFP,k5030-zn816,01 Jan
17306,CNN,k5032-ur654,01 Jan
17307, LAT,k5032-ur654,02 Jan
17308,CNN,k5032-dc837,01 Jan
17309, LAT,k5032-dc837,02 Jan
17310,US DoD via WikiLeaks,d6644-bn2274,22 Oct 2010
17311,US DoD via WikiLeaks,d7638-uz2181,22 Oct 2010
17312, IRIN,d7638-uz2181,24 Jan 2007
17313,AFP,k5033-sr845,03 Jan
17314, NYT,k5033-sr845,05 Jan
17315,US DoD via WikiLeaks,d6636-ek2351,22 Oct 2010
17316,US DoD via WikiLeaks,d6636-su2316,22 Oct 2010
17317,AFP,k5025a-ns2320,31 Dec
17318, MO,k5025a-ns2320,01 Jan
17319,US DoD via WikiLeaks,d6642-kw2407,22 Oct 2010
17320,US DoD via WikiLeaks,d6640-kx2341,22 Oct 2010
17321,US DoD via WikiLeaks,d6641-ux2324,22 Oct 2010
17322,US DoD via WikiLeaks,d7071-xc2178,22 Oct 2010
17323,US DoD via WikiLeaks,d7712-vs2251,22 Oct 2010
17324, IRIN,d7712-vs2251,24 Jan 2007
17325,US DoD via WikiLeaks,d10272-eh2921,22 Oct 2010
17326,CNN,k5011-nd788,30 Dec
17327, AFP,k5011-nd788,29 Dec
17328,CNN,k5011-kr871,30 Dec
17329, AFP,k5011-kr871,29 Dec
17330,AP,d0947a-vs2355,29 Dec
17331, US DoD via WikiLeaks,d0947a-vs2355,22 Oct 2010
17332,AP,d0947b-xu2312,29 Dec
17333, US DoD via WikiLeaks,d0947b-xu2312,22 Oct 2010
17334,AP,d0947b-vm2297,29 Dec
17335, US DoD via WikiLeaks,d0947b-vm2297,22 Oct 2010
17336,US DoD via WikiLeaks,d0947c-xc2226,22 Oct 2010
17337,US DoD via WikiLeaks,d8523-uz2573,22 Oct 2010
17338,US DoD via WikiLeaks,d8960-df2568,22 Oct 2010
17339,VOI,k5002-xw780,28 Dec
17340, AP,k5002-xw780,28 Dec
17341,US DoD via WikiLeaks,d8959-ef2611,22 Oct 2010
17342,US DoD via ACLU,d4690-vc1794,14 Jan 2011
17343,McCla,k5004-ve765,28 Dec
17344, REU,k5004-ve765,28 Dec
17345,US DoD via WikiLeaks,d8958-ve2557,22 Oct 2010
17346,US DoD via WikiLeaks,d8958-xf2486,22 Oct 2010
17347,REU,k4997-ue714,28 Dec
17348, McCla,k4997-ue714,27 Dec
17349,McCla,k4999-dz769,27 Dec
17350, VOI,k4999-dz769,27 Dec
17351,US DoD via WikiLeaks,d7710-sa2374,22 Oct 2010 
17352, IRIN,d7710-sa2374,24 Jan 2007
17353,US DoD via WikiLeaks,d8953-ds2560,22 Oct 2010
17354,US DoD via WikiLeaks,d8953-eb2545,22 Oct 2010
17355,US DoD via WikiLeaks,d8954-db2490,22 Oct 2010
17356,REU,k4986-xk682,26 Dec
17357, AFP,k4986-xk682,26 Dec
17358, Times,k4986-xk682,27 Dec
17359, AP,k4986-xk682,26 Dec
17360,AP,k4987-ck848,26 Dec
17361, Times,k4987-ck848,27 Dec
17362, McCla,k4987-ck848,26 Dec
17363, AFP,k4987-ck848,26 Dec
17364,AP,k4987-fv869,26 Dec
17365, Times,k4987-fv869,27 Dec
17366, McCla,k4987-fv869,26 Dec
17367, AFP,k4987-fv869,26 Dec
17368,VOI,k4988-hm686,26 Dec
17369, Al-Shar,k4988-hm686,26 Dec
17370,McCla,k4991-fz807,26 Dec
17371, REU,k4991-fz807,26 Dec
17372, AP,k4991-fz807,26 Dec
17373, Times,k4991-fz807,27 Dec
17374,McCla,k4995-sv839,26 Dec
17375, CNN,k4995-sv839,26 Dec
17376,Al-Sab,d0935-bv665,28 Dec
17377, WP,d0935-bv665,7 Jan (MoH)
17378,IWPR,d1008-bw707,12 Jan
17379, WP,d1008-bw707,7 Jan (MoH)
17380,US DoD via WikiLeaks,d7708-uz2189,22 Oct 2010
17381,US DoD via WikiLeaks,d8950-zs2556,22 Oct 2010
17382,US DoD via WikiLeaks,d8951-xe2623,22 Oct 2010
17383,US DoD via WikiLeaks,d10582-hw2883,22 Oct 2010
17384,US DoD via WikiLeaks,d8952-ua2619,22 Oct 2010
17385,REU,d0925-bh656,25 Dec
17386, NINA,d0925-bh656,25 Dec
17387,US DoD via WikiLeaks,d7704-sw2168,22 Oct 2010
17388,US DoD via WikiLeaks,d7705-zm2185,22 Oct 2010
17389,REU,k4969-sw824,26 Dec
17390, Al-Shar,k4969-sw824,26 Dec
17391,LAT,k4973-zm841,25 Dec
17392, REU,k4973-zm841,25 Dec
17393,Al-Shar,d0978-zu858,24 Dec
17394, WP,d0978-zu858,7 Jan (MoH)
17395,US DoD via WikiLeaks,d7703-zc2243,22 Oct 2010
17396, IRIN,d7703-zc2243,24 Jan 2007
17397,US DoD via WikiLeaks,d8946-sv2631,22 Oct 2010
17398,US DoD via WikiLeaks,d8947-zv2510,22 Oct 2010
17399,KUNA,k4959-nf863,23 Dec
17400, REU,k4959-nf863,23 Dec
17401,CNN,k4968-em836,23 Dec
17402, REU,k4968-em836,23 Dec
17403,UPD,k15830-dw1737,213:992
17404,US DoD via WikiLeaks,d8522-zc2627,22 Oct 2010
17405,US DoD via WikiLeaks,d8522-sw2552,22 Oct 2010
17406,KUNA,k4954-hx785,22 Dec
17407, REU,k4954-hx785,22 Dec
17408,KUNA,k4954-fm800,22 Dec
17409, REU,k4954-fm800,22 Dec
17410,McCla,d1684-fd708,22 Dec
17411, WP,d1684-fd708,07 Jan (MoH)
17412,McCla,d1685-bv713,22 Dec
17413, WP,d1685-bv713,07 Jan (MoH)
17414,NINA,d1689-bz643,23 Dec
17415, WP,d1689-bz643,07 Jan (MoH)
17416,US DoD via WikiLeaks,d8942-xk2474,22 Oct 2010
17417,US DoD via WikiLeaks,d8969-xv2538,22 Oct 2010
17418,NINA,d1683-hu693,21 Dec
17419, WP,d1683-hu693,07 Jan (MoH)
17420,REU,k4933-zw781,21 Dec
17421, Al-Shar,k4933-zw781,21 Dec
17422,REU,k4934-ua835,21 Dec
17423, Al-Sum,k4934-ua835,22 Dec
17424,KUNA,k4935-ds760,20 Dec
17425, AFP,k4935-ds760,20 Dec
17426,AFP,k4940-vn839,20 Dec
17427, LAT,k4940-vn839,21 Dec
17428,AFP,k4940-xw756,20 Dec
17429, LAT,k4940-xw756,21 Dec
17430,Al-Shar,d0908-ec778,20 Dec
17431, WP,d0908-ec778,7 Jan (MoH)
17432,CNN,k4942-hx1753,20 Dec
17433, LAT,k4942-hx1753,21 Dec
17434,CNN,k4942-fm1768,20 Dec
17435, LAT,k4942-fm1768,21 Dec
17436,US DoD via WikiLeaks,d8941-kf2470,22 Oct 2010
17437,AP,k4926-sv815,21 Dec
17438, LAT,k4926-sv815,20 Dec
17439,VOI,k4927-zv694,19 Dec
17440, Al-Shar,k4927-zv694,19 Dec
17441,Al-Shar,d0903-ea688,19 Dec
17442, LAT,d0903-ea688,21 Dec
17443,NINA,d1674-bn762,19 Dec
17444, WP,d1674-bn762,07 Jan (MoH)
17445,NINA,d1674-nh689,19 Dec
17446, WP,d1674-nh689,07 Jan (MoH)
17447,NINA,d1675-bh704,19 Dec
17448, WP,d1675-bh704,07 Jan (MoH)
17449,US DoD via WikiLeaks,d6653-zv2182,22 Oct 2010
17450,US DoD via WikiLeaks,d7702-vc2362,22 Oct 2010
17451, IRIN,d7702-vc2362,24 Jan 2007
17452,McCla,k4922-xk674,19 Dec
17453, CNN,k4922-xk674,19 Dec
17454,McCla,k4911-xu824,18 Dec
17455, AFP,k4911-xu824,18 Dec
17456,KUNA,k4918-nm666,19 Dec
17457, VOI,k4918-nm666,19 Dec
17458,KUNA,k4918-ks849,19 Dec
17459, VOI,k4918-ks849,19 Dec
17460,KUNA,k4918-ns864,19 Dec
17461, VOI,k4918-ns864,19 Dec
17462,KUNA,k4918-hv795,19 Dec
17463, VOI,k4918-hv795,19 Dec
17464,McCla,k4920-xd670,18 Dec
17465, Al-Sum,k4920-xd670,18 Dec
17466,US DoD via WikiLeaks,d8934-hu2645,22 Oct 2010
17467,US DoD via WikiLeaks,d6637-eu2301,22 Oct 2010
17468,AP,k4897-es630,17 Dec
17469, Al-Shar,k4897-es630,17 Dec
17470,AFP,k4891-vc626,16 Dec
17471, McCla,k4891-vc626,17 Dec
17472,REU,k4893-em844,17 Dec
17473, KUNA,k4893-em844,17 Dec
17474,REU,k4893-sk751,17 Dec
17475, KUNA,k4893-sk751,17 Dec
17476,McCla,k4888a-kv1457,16 Dec
17477, REU,k4888a-kv1457,16 Dec
17478,US DoD via WikiLeaks,d8921-nm2450,22 Oct 2010
17479,REU,k4878-nz742,15 Dec
17480, McCla,k4878-nz742,15 Dec
17481,NINA,d1670-xd758,16 Dec
17482, WP,d1670-xd758,07 Jan (MoH)
17483,NINA,d1669-hv627,14 Dec
17484, US DoD via WikiLeaks,d1669-hv627,22 Oct 2010
17485,US DoD via WikiLeaks,d6651-hs2348,22 Oct 2010
17486,US DoD via WikiLeaks,d6651-uc2364,22 Oct 2010
17487,US DoD via WikiLeaks,d7698b-ur2358,22 Oct 2010 
17488, IRIN,d7698b-ur2358,24 Jan 2007
17489,US DoD via WikiLeaks,d7699-dc2173,22 Oct 2010
17490, IRIN,d7699-dc2173,24 Jan 2007
17491,US DoD via WikiLeaks,d8937-hz2466,22 Oct 2010
17492,US DoD via WikiLeaks,d8938-bz2595,22 Oct 2010
17493,US DoD via WikiLeaks,d8939-hd2648,22 Oct 2010
17494,US DoD via WikiLeaks,d7697-ed2188,22 Oct 2010
17495, IRIN,d7697-ed2188,24 Jan 2007
17496,McCla,k4859-eh777,21 Dec
17497, Times,k4859-eh777,22 Dec
17498, CNN,k4859-eh777,14 Dec
17499, REU,k4859-eh777,14 Dec
17500,McCla,k4859-dh706,21 Dec
17501, Times,k4859-dh706,22 Dec
17502, CNN,k4859-dh706,14 Dec
17503, REU,k4859-dh706,14 Dec
17504,McCla,k4859-nb734,21 Dec
17505, Times,k4859-nb734,22 Dec
17506, CNN,k4859-nb734,14 Dec
17507, REU,k4859-nb734,14 Dec
17508,McCla,k4859-kn789,21 Dec
17509, Times,k4859-kn789,22 Dec
17510, CNN,k4859-kn789,14 Dec
17511, REU,k4859-kn789,14 Dec
17512,McCla,k4859-nd804,21 Dec
17513, Times,k4859-nd804,22 Dec
17514, CNN,k4859-nd804,14 Dec
17515, REU,k4859-nd804,14 Dec
17516,McCla,k4859-kr855,21 Dec
17517, Times,k4859-kr855,22 Dec
17518, CNN,k4859-kr855,14 Dec
17519, REU,k4859-kr855,14 Dec
17520,DPA,k4865-fm808,13 Dec
17521, AFP,k4865-fm808,13 Dec
17522,US DoD via WikiLeaks,d10271-ef2851,22 Oct 2010
17523, IRIN,d10271-ef2851,24 Jan 2007
17524,VOI,k4853-vn831,13 Dec
17525, RFE,k4853-vn831,13 Dec
17526,CNN,k4857-df760,12 Dec
17527, XIN,k4857-df760,12 Dec
17528,US DoD via WikiLeaks,d7671-ec2298,22 Oct 2010
17529,US DoD via WikiLeaks,d8935-fd2660,22 Oct 2010
17530,US DoD via WikiLeaks,d8936-bv2665,22 Oct 2010
17531,REU,k4869-xw2908,13 Dec
17532, Al-Shar,k4869-xw2908,13 Dec
17533,REU,k4869-ve2925,13 Dec
17534, Al-Shar,k4869-ve2925,13 Dec
17535,REU,k4869-xf2726,13 Dec
17536, Al-Shar,k4869-xf2726,13 Dec
17537,DPA,k4841-ev768,11 Dec
17538, AFP,k4841-ev768,11 Dec
17539, REU,k4841-ev768,11 Dec
17540, Al-Sum,k4841-ev768,11 Dec
17541,DPA,k4841-dv827,11 Dec
17542, AFP,k4841-dv827,11 Dec
17543, REU,k4841-dv827,11 Dec
17544, Al-Sum,k4841-dv827,11 Dec
17545,DPA,k4841-ue698,11 Dec
17546, AFP,k4841-ue698,11 Dec
17547, REU,k4841-ue698,11 Dec
17548, Al-Sum,k4841-ue698,11 Dec
17549,DPA,k4841-dz753,11 Dec
17550, AFP,k4841-dz753,11 Dec
17551, REU,k4841-dz753,11 Dec
17552, Al-Sum,k4841-dz753,11 Dec
17553,DPA,k4841-xe815,11 Dec
17554, AFP,k4841-xe815,11 Dec
17555, REU,k4841-xe815,11 Dec
17556, Al-Sum,k4841-xe815,11 Dec
17557,REU,k4848-ec690,11 Dec
17558, AFP,k4848-ec690,11 Dec
17559,US DoD via WikiLeaks,d6650-kh2340,22 Oct 2010
17560,US DoD via WikiLeaks,d6652-sv2303,22 Oct 2010
17561,McCla,k4831-kh780,10 Dec
17562, VOI,k4831-kh780,10 Dec
17563,XIN,k4835-fv757,10 Dec
17564, KUNA,k4835-fv757,10 Dec
17565,US DoD via WikiLeaks,d6456-zn2008,22 Oct 2010
17566,US DoD via WikiLeaks,d8929-bn2458,22 Oct 2010
17567, FT,d8929-bn2458,21 Feb 2007
17568,US DoD via WikiLeaks,d10468-bw2867,22 Oct 2010
17569,McCla,k4832-bx753,10 Dec
17570, CNN,k4832-bx753,10 Dec
17571,McCla,k4832-xk698,10 Dec
17572, CNN,k4832-xk698,10 Dec
17573,McCla,k4832-bw827,10 Dec
17574, CNN,k4832-bw827,10 Dec
17575,AP,k4826-fb718,09 Dec
17576, XIN,k4826-fb718,09 Dec
17577, REU,k4826-fb718,09 Dec
17578, DPA,k4826-fb718,09 Dec
17579,UPD,k15821-ev1712,208:616
17580, WP(MoH),k15821-ev1712,
17581,US DoD via WikiLeaks,d7669-xa2229,22 Oct 2010
17582,NINA,d1663-nm754,09 Dec 2006
17583, US DoD via WikiLeaks,d1663-nm754,22 Oct 2010
17584,NINA,d1663-ks697,09 Dec 2006
17585, US DoD via WikiLeaks,d1663-ks697,22 Oct 2010
17586,NINA,d1663-vm2625,09 Dec 2006
17587, US DoD via WikiLeaks,d1663-vm2625,22 Oct 2010
17588,NINA,d1663-xc2442,09 Dec 2006
17589, US DoD via WikiLeaks,d1663-xc2442,22 Oct 2010
17590,REU,k4815-em788,08 Dec
17591, McCla,k4815-em788,10 Dec
17592,REU,k4815-sk871,08 Dec
17593, McCla,k4815-sk871,10 Dec
17594,GUA,k4816-es750,09 Dec
17595, AP,k4816-es750,09 Dec
17596,GUA,k4816-sr805,09 Dec
17597, AP,k4816-sr805,09 Dec
17598,GUA,k4816-zc851,09 Dec
17599, AP,k4816-zc851,09 Dec
17600,GUA,k4816-sw808,09 Dec
17601, AP,k4816-sw808,09 Dec
17602,GUA,k4816-zm793,09 Dec
17603, AP,k4816-zm793,09 Dec
17604,GUA,k4816-xr722,09 Dec
17605, AP,k4816-xr722,09 Dec
17606,GUA,k4816-uw847,09 Dec
17607, AP,k4816-uw847,09 Dec
17608,GUA,k4816-dn812,09 Dec
17609, AP,k4816-dn812,09 Dec
17610,GUA,k4816-uz797,09 Dec
17611, AP,k4816-uz797,09 Dec
17612,GUA,k4816-sa726,09 Dec
17613, AP,k4816-sa726,09 Dec
17614,GUA,k4816-vs859,09 Dec
17615, AP,k4816-vs859,09 Dec
17616,GUA,k4816-xu800,09 Dec
17617, AP,k4816-xu800,09 Dec
17618,GUA,k4816-vm785,09 Dec
17619, AP,k4816-vm785,09 Dec
17620,GUA,k4816-xc730,09 Dec
17621, AP,k4816-xc730,09 Dec
17622,GUA,k4816-ek855,09 Dec
17623, AP,k4816-ek855,09 Dec
17624,GUA,k4816-su804,09 Dec
17625, AP,k4816-su804,09 Dec
17626,GUA,k4816-eu789,09 Dec
17627, AP,k4816-eu789,09 Dec
17628,AP,k4805-nz638,07 Dec
17629, GDN,k4805-nz638,08 Dec
17630,VOI,k4806-bk759,08 Dec
17631, GDN,k4806-bk759,08 Dec
17632,AFP,k4809-hf634,07 Dec
17633, Al-Sum,k4809-hf634,07 Dec
17634,REU,k4811-zn792,07 Dec
17635, DPA,k4811-zn792,07 Dec
17636,US DoD via WikiLeaks,d7665-dv2163,22 Oct 2010
17637, IRIN,d7665-dv2163,24 Jan 2007
17638,US DoD via WikiLeaks,d7665-ue2290,22 Oct 2010
17639, IRIN,d7665-ue2290,24 Jan 2007
17640,US DoD via WikiLeaks,d7665-dz2233,22 Oct 2010
17641, IRIN,d7665-dz2233,24 Jan 2007
17642,REU,k4793-eh849,07 Dec
17643, SMH,k4793-eh849,09 Dec
17644,CNN,k4799-xz824,06 Dec
17645, AP,k4799-xz824,06 Dec
17646,KUNA,k4803-hr837,06 Dec
17647, Al-Sum,k4803-hr837,06 Dec
17648,US DoD via WikiLeaks,d8916-es2430,22 Oct 2010
17649,US DoD via WikiLeaks,d8917-sr2613,22 Oct 2010
17650,US DoD via WikiLeaks,d8917-zc2563,22 Oct 2010
17651,US DoD via WikiLeaks,d8918-sw2616,22 Oct 2010
17652,Al-Shar,d0972-fs713,5 Dec
17653, WP,d0972-fs713,7 Jan (MoH)
17654,Al-Shar,d0981-dc661,5 Dec
17655, CNN,d0981-dc661,6 Dec
17656,Al-Shar,d0988-sk719,05 Dec
17657, WP,d0988-sk719,07 Jan (MoH)
17658,US DoD via WikiLeaks,d7663-sv2159,22 Oct 2010
17659,REU,d0848-xn649,5 Dec
17660, US DoD via WikiLeaks,d0848-xn649,22 Oct 2010
17661,CNN,k4787i-fv1709,05 Dec
17662, REU,k4787i-fv1709,05 Dec
17663,CNN,k4774-hc831,04 Dec
17664, WP,k4774-hc831,05 Dec
17665,McCla,k4781-xk690,04 Dec
17666, CNN,k4781-xk690,04 Dec
17667,NINA,d1657-uw671,05 Dec
17668, WP,d1657-uw671,07 Jan (MoH)
17669,US DoD via WikiLeaks,d8915-xn2609,22 Oct 2010
17670,US DoD via WikiLeaks,d8915-em2628,22 Oct 2010
17671,US DoD via WikiLeaks,d8927-ux2668,22 Oct 2010
17672, FT,d8927-ux2668,21 Feb 2007
17673,LAT,k4764-nm714,04 Dec
17674, Al-Shar,k4764-nm714,03 Dec
17675,REU,k4767-ks769,03 Dec
17676, NYT,k4767-ks769,04 Dec
17677,REU,k4767-ns752,03 Dec
17678, NYT,k4767-ns752,04 Dec
17679,KUNA,k4773-fd764,03 Dec
17680, AFP,k4773-fd764,04 Dec
17681,US DoD via WikiLeaks,d6647-hd2336,22 Oct 2010
17682,REU,k4771-hu781,03 Dec
17683, NYT,k4771-hu781,04 Dec
17684,REU,k4751-xn809,03 Dec
17685, LAT,k4751-xn809,04 Dec
17686,CNN,k4752-em796,02 Dec
17687, REU,k4752-em796,02 Dec
17688,REU,k4757-sw800,02 Dec
17689, Al-Shar,k4757-sw800,02 Dec
17690,UPD,k15786-bc1772,206:359
17691,UPD,k15786-nv1679,206:359
17692,UPD,k15786-fn1810,206:359
17693,US DoD via WikiLeaks,d8524-sa2502,22 Oct 2010
17694,McCla,k4740-ur750,01 Dec
17695, REU,k4740-ur750,01 Dec
17696,McCla,k4740-xa2909,01 Dec
17697, REU,k4740-xa2909,01 Dec
17698,McCla,k4740-ea2920,01 Dec
17699, REU,k4740-ea2920,01 Dec
17700,McCla,k4740-dx2835,01 Dec
17701, REU,k4740-dx2835,01 Dec
17702,McCla,k4740-ec2706,01 Dec
17703, REU,k4740-ec2706,01 Dec
17704,McCla,k4740-dw2905,01 Dec
17705, REU,k4740-dw2905,01 Dec
17706,McCla,k4740-zx2855,01 Dec
17707, REU,k4740-zx2855,01 Dec
17708,McCla,k4740-sf2900,01 Dec
17709, REU,k4740-sf2900,01 Dec
17710,McCla,k4740-zw2917,01 Dec
17711, REU,k4740-zw2917,01 Dec
17712,McCla,k4740-sb2734,01 Dec
17713, REU,k4740-sb2734,01 Dec
17714,McCla,k4740-ua2859,01 Dec
17715, REU,k4740-ua2859,01 Dec
17716,McCla,k4740-ds2896,01 Dec
17717, REU,k4740-ds2896,01 Dec
17718,McCla,k4740-eb2913,01 Dec
17719, REU,k4740-eb2913,01 Dec
17720,McCla,k4740-db2730,01 Dec
17721, REU,k4740-db2730,01 Dec
17722,US DoD via WikiLeaks,d8924-ks2649,22 Oct 2010
17723,XIN,k4734-nx844,30 Nov
17724, AP,k4734-nx844,30 Nov
17725, AFP,k4734-nx844,30 Nov
17726, Al-Shar,k4734-nx844,30 Nov
17727,REU,k4735-fe755,01 Dec
17728, VOI,k4735-fe755,01 Dec
17729,McCla,k4738-zn784,30 Nov
17730, AFP,k4738-zn784,30 Nov
17731,Al-Shar,d0825-nf663,30 Nov
17732, WP,d0825-nf663,7 Jan (MoH)
17733,NINA,d1653d-xk2434,30 Nov 2006
17734, US DoD via WikiLeaks,d1653d-xk2434,22 Oct 2010
17735,McCla,k4726-nw821,29 Nov
17736, Al-Shar,k4726-nw821,29 Nov
17737,KUNA,k4728-ke638,29 Nov
17738, WP,k4728-ke638,30 Nov
17739, REU,k4728-ke638,30 Nov
17740, BBC,k4728-ke638,29 Nov
17741,KUNA,k4728-zu746,29 Nov
17742, WP,k4728-zu746,30 Nov
17743, REU,k4728-zu746,30 Nov
17744, BBC,k4728-zu746,29 Nov
17745,KUNA,k4728-ed788,29 Nov
17746, WP,k4728-ed788,30 Nov
17747, REU,k4728-ed788,30 Nov
17748, BBC,k4728-ed788,29 Nov
17749,LAT,k4724-ec1778,01 Dec
17750, CNN,k4724-ec1778,30 Nov
17751, US DoD via WikiLeaks,k4724-ec1778,22 Oct 2010
17752,LAT,k4724-dw1721,01 Dec
17753, CNN,k4724-dw1721,30 Nov
17754, US DoD via WikiLeaks,k4724-dw1721,22 Oct 2010
17755,LAT,k4724-zx1671,01 Dec
17756, CNN,k4724-zx1671,30 Nov
17757, US DoD via WikiLeaks,k4724-zx1671,22 Oct 2010
17758,LAT,k4724-sf1716,01 Dec
17759, CNN,k4724-sf1716,30 Nov
17760, US DoD via WikiLeaks,k4724-sf1716,22 Oct 2010
17761,LAT,k4724-zw1733,01 Dec
17762, CNN,k4724-zw1733,30 Nov
17763, US DoD via WikiLeaks,k4724-zw1733,22 Oct 2010
17764,LAT,k4724-sb1806,01 Dec
17765, CNN,k4724-sb1806,30 Nov
17766, US DoD via WikiLeaks,k4724-sb1806,22 Oct 2010
17767,LAT,k4724-ua1675,01 Dec
17768, CNN,k4724-ua1675,30 Nov
17769, US DoD via WikiLeaks,k4724-ua1675,22 Oct 2010
17770,LAT,k4724-ds1712,01 Dec
17771, CNN,k4724-ds1712,30 Nov
17772, US DoD via WikiLeaks,k4724-ds1712,22 Oct 2010
17773,LAT,k4724-eb1729,01 Dec
17774, CNN,k4724-eb1729,30 Nov
17775, US DoD via WikiLeaks,k4724-eb1729,22 Oct 2010
17776,LAT,k4724-db1802,01 Dec
17777, CNN,k4724-db1802,30 Nov
17778, US DoD via WikiLeaks,k4724-db1802,22 Oct 2010
17779,LAT,k4724-vn1663,01 Dec
17780, CNN,k4724-vn1663,30 Nov
17781, US DoD via WikiLeaks,k4724-vn1663,22 Oct 2010
17782,LAT,k4724-xw1724,01 Dec
17783, CNN,k4724-xw1724,30 Nov
17784, US DoD via WikiLeaks,k4724-xw1724,22 Oct 2010
17785,LAT,k4724-ve1741,01 Dec
17786, CNN,k4724-ve1741,30 Nov
17787, US DoD via WikiLeaks,k4724-ve1741,22 Oct 2010
17788,LAT,k4724-xf1798,01 Dec
17789, CNN,k4724-xf1798,30 Nov
17790, US DoD via WikiLeaks,k4724-xf1798,22 Oct 2010
17791,LAT,k4724-df1720,01 Dec
17792, CNN,k4724-df1720,30 Nov
17793, US DoD via WikiLeaks,k4724-df1720,22 Oct 2010
17794,LAT,k4724-eh1737,01 Dec
17795, CNN,k4724-eh1737,30 Nov
17796, US DoD via WikiLeaks,k4724-eh1737,22 Oct 2010
17797,LAT,k4724-dh1794,01 Dec
17798, CNN,k4724-dh1794,30 Nov
17799, US DoD via WikiLeaks,k4724-dh1794,22 Oct 2010
17800,LAT,k4724-nb1822,01 Dec
17801, CNN,k4724-nb1822,30 Nov
17802, US DoD via WikiLeaks,k4724-nb1822,22 Oct 2010
17803,LAT,k4724-kn1749,01 Dec
17804, CNN,k4724-kn1749,30 Nov
17805, US DoD via WikiLeaks,k4724-kn1749,22 Oct 2010
17806,LAT,k4724-nd1764,01 Dec
17807, CNN,k4724-nd1764,30 Nov
